station,Date,Mean_TemperatureC,Mean_Humidity,Mean_Sea_Level_PressurehPa,Precipitationmm,CloudCover
SYD,2015-11-30,22,70,1010,0.0,3
SYD,2015-12-01,28,46,1008,0.0,NA
SYD,2015-12-02,19,68,1016,0.0,6
SYD,2015-12-03,19,49,1026,0.0,4
SYD,2015-12-04,19,55,1025,0.0,3
SYD,2015-12-05,21,55,1020,0.0,1
SYD,2015-12-06,22,59,1019,0.0,5
SYD,2015-12-07,22,64,1020,0.0,5
SYD,2015-12-08,23,70,1017,0.0,6
SYD,2015-12-09,26,64,1013,0.76,3
SYD,2015-12-10,22,77,1013,0.0,4
SYD,2015-12-11,28,50,1005,0.0,6
SYD,2015-12-12,20,56,1015,0.0,5
SYD,2015-12-13,21,57,1017,0.0,6
SYD,2015-12-14,23,62,1014,0.0,NA
SYD,2015-12-15,23,75,1014,0.51,5
SYD,2015-12-16,20,78,1015,6.1,5
SYD,2015-12-17,21,65,1017,0.0,2
SYD,2015-12-18,24,57,1015,0.0,NA
SYD,2015-12-19,27,58,1013,0.0,NA
SYD,2015-12-20,26,54,1010,0.0,NA
SYD,2015-12-21,23,77,1015,13.97,6
SYD,2015-12-22,18,87,1022,16.0,7
SYD,2015-12-23,21,64,1019,0.25,5
SYD,2015-12-24,21,57,1019,0.0,2
SYD,2015-12-25,22,60,1016,0.0,3
SYD,2015-12-26,23,76,1008,0.51,5
SYD,2015-12-27,20,70,1016,0.0,5
SYD,2015-12-28,18,66,1023,0.25,5
SYD,2015-12-29,20,55,1022,0.0,2
SYD,2015-12-30,19,61,1019,0.0,1
SYD,2015-12-31,23,59,1017,0.0,3
SYD,2016-01-01,22,61,1015,0.0,2
SYD,2016-01-02,21,65,1013,0.0,6
SYD,2016-01-03,22,65,1014,0.0,6
SYD,2016-01-04,22,76,1016,36.07,7
SYD,2016-01-05,19,81,1015,6.1,7
SYD,2016-01-06,18,90,1012,13.97,7
SYD,2016-01-07,19,78,1014,0.0,5
SYD,2016-01-08,20,62,1019,0.0,3
SYD,2016-01-09,22,63,1020,0.0,6
SYD,2016-01-10,23,66,1018,0.0,2
SYD,2016-01-11,28,60,1011,0.0,3
SYD,2016-01-12,28,69,1012,0.0,6
SYD,2016-01-13,24,69,1016,0.0,4
SYD,2016-01-14,28,70,1012,8.89,5
SYD,2016-01-15,17,80,1023,4.06,6
SYD,2016-01-16,19,65,1026,0.51,6
SYD,2016-01-17,20,63,1023,0.0,3
SYD,2016-01-18,22,63,1019,0.0,2
SYD,2016-01-19,26,59,1014,0.0,NA
SYD,2016-01-20,31,50,1011,0.0,6
SYD,2016-01-21,30,68,1010,21.08,4
SYD,2016-01-22,24,87,1008,21.08,6
SYD,2016-01-23,23,81,1007,0.51,5
SYD,2016-01-24,22,71,1012,0.25,7
SYD,2016-01-25,23,72,1013,0.0,6
SYD,2016-01-26,23,69,1016,0.25,5
SYD,2016-01-27,23,69,1014,0.0,7
SYD,2016-01-28,25,70,1006,0.25,6
SYD,2016-01-29,26,78,1002,4.06,4
SYD,2016-01-30,22,87,1003,23.11,5
SYD,2016-01-31,24,68,1003,0.0,5
SYD,2016-02-01,22,68,1003,0.51,4
SYD,2016-02-02,21,65,1005,0.0,1
SYD,2016-02-03,24,61,1003,0.0,5
SYD,2016-02-04,21,76,1011,2.03,7
SYD,2016-02-05,21,61,1016,0.0,5
SYD,2016-02-06,23,62,1017,0.51,4
SYD,2016-02-07,23,68,1017,0.0,3
SYD,2016-02-08,23,72,1018,0.0,1
SYD,2016-02-09,23,68,1019,0.25,3
SYD,2016-02-10,24,61,1014,0.0,2
SYD,2016-02-11,23,65,1014,0.0,4
SYD,2016-02-12,25,66,1015,0.0,2
SYD,2016-02-13,26,60,1012,0.0,1
SYD,2016-02-14,28,68,1008,0.0,3
SYD,2016-02-15,24,79,1009,0.0,5
SYD,2016-02-16,23,66,1008,0.0,4
SYD,2016-02-17,21,52,1010,0.0,4
SYD,2016-02-18,22,56,1009,0.0,2
SYD,2016-02-19,26,63,1010,0.0,2
SYD,2016-02-20,24,80,1017,0.0,5
SYD,2016-02-21,23,82,1024,0.25,3
SYD,2016-02-22,26,67,1023,0.0,2
SYD,2016-02-23,27,61,1019,0.0,1
SYD,2016-02-24,27,63,1014,0.0,1
SYD,2016-02-25,29,54,1010,0.0,NA
SYD,2016-02-26,24,75,1014,0.0,4
SYD,2016-02-27,24,62,1019,0.0,4
SYD,2016-02-28,24,61,1018,0.0,3
SYD,2016-02-29,23,76,1020,0.0,4
SYD,2016-03-01,26,66,1020,0.0,3
SYD,2016-03-02,26,64,1019,0.0,4
SYD,2016-03-03,27,65,1020,0.0,3
SYD,2016-03-04,27,62,1021,0.0,2
SYD,2016-03-05,25,61,1020,0.0,2
SYD,2016-03-06,24,65,1021,0.0,3
SYD,2016-03-07,25,68,1020,0.0,1
SYD,2016-03-08,26,62,1022,0.0,1
SYD,2016-03-09,27,66,1019,0.0,3
SYD,2016-03-10,23,87,1019,0.0,6
SYD,2016-03-11,26,73,1019,0.0,6
SYD,2016-03-12,26,70,1018,0.0,2
SYD,2016-03-13,27,63,1019,0.0,5
SYD,2016-03-14,25,79,1016,0.0,4
SYD,2016-03-15,22,86,1018,9.91,6
SYD,2016-03-16,22,77,1018,4.06,5
SYD,2016-03-17,23,72,1014,0.0,3
SYD,2016-03-18,24,64,1003,1.02,4
SYD,2016-03-19,18,44,1011,0.0,2
SYD,2016-03-20,18,77,1017,8.89,6
SYD,2016-03-21,18,89,1017,11.94,6
SYD,2016-03-22,18,78,1016,2.03,4
SYD,2016-03-23,19,63,1017,0.0,1
SYD,2016-03-24,22,56,1019,0.0,6
SYD,2016-03-25,22,66,1017,0.0,5
SYD,2016-03-26,21,70,1017,0.0,2
SYD,2016-03-27,22,73,1017,26.92,4
SYD,2016-03-28,21,86,1017,0.0,6
SYD,2016-03-29,21,88,1016,4.06,6
SYD,2016-03-30,23,55,1014,0.0,4
SYD,2016-03-31,20,53,1016,0.0,1
SYD,2016-04-01,22,64,1016,0.0,2
SYD,2016-04-02,23,54,1015,0.0,2
SYD,2016-04-03,22,75,1022,0.76,5
SYD,2016-04-04,21,86,1021,1.02,6
SYD,2016-04-05,22,70,1017,0.25,2
SYD,2016-04-06,27,57,1013,0.0,2
SYD,2016-04-07,20,64,1021,0.0,5
SYD,2016-04-08,20,72,1022,0.0,6
SYD,2016-04-09,20,74,1020,0.0,3
SYD,2016-04-10,21,61,1017,0.0,2
SYD,2016-04-11,19,57,1017,0.0,3
SYD,2016-04-12,19,72,1022,0.51,5
SYD,2016-04-13,19,71,1026,0.0,3
SYD,2016-04-14,20,75,1028,0.25,4
SYD,2016-04-15,21,64,1024,0.0,3
SYD,2016-04-16,22,66,1019,0.0,6
SYD,2016-04-17,19,81,1020,1.02,5
SYD,2016-04-18,18,84,1020,21.08,4
SYD,2016-04-19,19,86,1021,0.0,5
SYD,2016-04-20,21,78,1023,0.0,2
SYD,2016-04-21,22,74,1021,0.0,2
SYD,2016-04-22,20,79,1019,0.25,4
SYD,2016-04-23,17,85,1024,6.1,6
SYD,2016-04-24,18,61,1029,0.0,4
SYD,2016-04-25,17,68,1030,0.0,1
SYD,2016-04-26,18,72,1029,0.0,2
SYD,2016-04-27,20,69,1025,0.0,1
SYD,2016-04-28,21,73,1023,0.0,4
SYD,2016-04-29,21,69,1020,0.0,4
SYD,2016-04-30,22,68,1017,0.0,5
SYD,2016-05-01,22,60,1012,0.0,5
SYD,2016-05-02,18,49,1014,0.25,1
SYD,2016-05-03,19,41,1010,0.0,NA
SYD,2016-05-04,20,54,1014,0.0,2
SYD,2016-05-05,19,61,1018,0.0,1
SYD,2016-05-06,19,63,1018,0.0,NA
SYD,2016-05-07,18,70,1019,0.0,5
SYD,2016-05-08,19,82,1015,0.0,7
SYD,2016-05-09,20,75,1006,0.51,6
SYD,2016-05-10,21,40,1006,0.0,1
SYD,2016-05-11,18,33,1013,0.0,NA
SYD,2016-05-12,19,42,1015,0.0,NA
SYD,2016-05-13,19,53,1020,0.0,NA
SYD,2016-05-14,19,51,1021,0.0,NA
SYD,2016-05-15,19,42,1016,0.0,NA
SYD,2016-05-16,18,60,1019,0.0,2
SYD,2016-05-17,21,40,1016,0.0,NA
SYD,2016-05-18,18,37,1017,0.0,6
SYD,2016-05-19,18,40,1015,0.0,3
SYD,2016-05-20,17,65,1020,0.0,1
SYD,2016-05-21,17,70,1025,0.0,5
SYD,2016-05-22,18,71,1022,0.0,NA
SYD,2016-05-23,20,50,1014,0.0,NA
SYD,2016-05-24,16,36,1016,0.0,1
SYD,2016-05-25,16,43,1015,0.0,NA
SYD,2016-05-26,17,51,1005,0.0,3
SYD,2016-05-27,15,34,1003,0.0,1
SYD,2016-05-28,12,64,1008,4.06,5
SYD,2016-05-29,13,50,1016,0.25,NA
SYD,2016-05-30,12,53,1024,0.0,1
SYD,2016-05-31,12,85,1028,4.06,6
SYD,2016-06-01,14,85,1027,0.0,6
SYD,2016-06-02,14,76,1025,0.0,4
SYD,2016-06-03,15,82,1023,30.99,6
SYD,2016-06-04,18,86,1013,23.88,6
SYD,2016-06-05,17,93,1000,44.96,6
SYD,2016-06-06,15,54,998,0.25,6
SYD,2016-06-07,14,52,1003,0.0,5
SYD,2016-06-08,16,50,1009,0.0,1
SYD,2016-06-09,19,47,1007,0.0,5
SYD,2016-06-10,17,53,1016,0.0,1
SYD,2016-06-11,16,42,1023,0.0,NA
SYD,2016-06-12,12,53,1035,0.0,1
SYD,2016-06-13,13,57,1036,0.0,4
SYD,2016-06-14,16,60,1034,0.0,NA
SYD,2016-06-15,14,59,1031,0.0,3
SYD,2016-06-16,16,60,1022,0.0,3
SYD,2016-06-17,16,59,1016,0.0,6
SYD,2016-06-18,17,81,1016,0.25,6
SYD,2016-06-19,17,87,1012,18.03,6
SYD,2016-06-20,18,64,997,0.25,6
SYD,2016-06-21,17,39,1002,0.0,NA
SYD,2016-06-22,17,41,1005,0.0,2
SYD,2016-06-23,14,46,1009,0.0,6
SYD,2016-06-24,13,44,1005,0.0,4
SYD,2016-06-25,10,42,1017,0.0,NA
SYD,2016-06-26,10,48,1018,0.0,6
SYD,2016-06-27,10,67,1015,2.03,7
SYD,2016-06-28,12,49,1022,0.0,1
SYD,2016-06-29,12,55,1026,0.0,1
SYD,2016-06-30,11,48,1018,0.0,NA
SYD,2016-07-01,12,46,1016,0.0,3
SYD,2016-07-02,13,49,1024,0.0,1
SYD,2016-07-03,12,55,1024,0.0,1
SYD,2016-07-04,11,62,1019,0.0,NA
SYD,2016-07-05,13,66,1009,0.25,4
SYD,2016-07-06,14,56,1005,28.96,6
SYD,2016-07-07,14,87,1015,9.91,6
SYD,2016-07-08,13,92,1019,19.05,6
SYD,2016-07-09,12,83,1022,1.02,4
SYD,2016-07-10,14,78,1022,0.0,4
SYD,2016-07-11,17,62,1012,0.0,6
SYD,2016-07-12,16,42,1009,0.0,5
SYD,2016-07-13,11,33,1019,0.0,NA
SYD,2016-07-14,11,40,1027,0.0,NA
SYD,2016-07-15,11,49,1029,0.0,NA
SYD,2016-07-16,12,70,1031,0.0,5
SYD,2016-07-17,16,80,1029,0.0,5
SYD,2016-07-18,17,68,1022,0.0,3
SYD,2016-07-19,19,67,1020,3.05,6
SYD,2016-07-20,17,94,1019,6.1,6
SYD,2016-07-21,16,89,1017,0.76,5
SYD,2016-07-22,19,63,1004,4.06,4
SYD,2016-07-23,14,38,1004,0.0,6
SYD,2016-07-24,11,39,1013,0.0,NA
SYD,2016-07-25,13,41,1012,0.0,1
SYD,2016-07-26,13,42,1013,0.0,1
SYD,2016-07-27,14,40,1014,0.0,NA
SYD,2016-07-28,14,45,1022,0.0,NA
SYD,2016-07-29,13,46,1021,0.0,NA
SYD,2016-07-30,12,59,1021,0.0,1
SYD,2016-07-31,16,58,1017,0.0,NA
SYD,2016-08-01,14,66,1015,0.51,8
SYD,2016-08-02,13,81,1014,14.99,7
SYD,2016-08-03,12,80,1018,23.88,6
SYD,2016-08-04,13,65,1024,2.03,5
SYD,2016-08-05,12,87,1029,2.03,6
SYD,2016-08-06,12,77,1027,0.25,6
SYD,2016-08-07,13,72,1026,0.0,6
SYD,2016-08-08,13,66,1024,0.0,1
SYD,2016-08-09,14,61,1020,0.0,8
SYD,2016-08-10,20,40,1013,0.0,8
SYD,2016-08-11,16,37,1017,0.0,NA
SYD,2016-08-12,13,40,1021,0.0,NA
SYD,2016-08-13,14,41,1021,0.0,1
SYD,2016-08-14,13,53,1026,0.0,1
SYD,2016-08-15,14,60,1030,0.0,1
SYD,2016-08-16,16,66,1028,0.0,1
SYD,2016-08-17,17,53,1024,0.0,NA
SYD,2016-08-18,17,53,1022,0.0,NA
SYD,2016-08-19,17,46,1016,0.25,6
SYD,2016-08-20,14,52,1014,0.0,4
SYD,2016-08-21,14,43,1018,0.0,1
SYD,2016-08-22,12,67,1015,1.02,6
SYD,2016-08-23,12,73,1014,2.03,5
SYD,2016-08-24,12,89,1010,23.11,6
SYD,2016-08-25,12,64,1010,0.25,5
SYD,2016-08-26,11,63,1018,2.03,4
SYD,2016-08-27,13,53,1021,0.25,3
SYD,2016-08-28,13,46,1022,0.0,NA
SYD,2016-08-29,14,52,1025,0.0,6
SYD,2016-08-30,16,64,1024,0.0,6
SYD,2016-08-31,19,62,1017,0.0,6
SYD,2016-09-01,17,59,1017,4.06,2
SYD,2016-09-02,16,93,1008,19.05,6
SYD,2016-09-03,17,51,1002,0.25,5
SYD,2016-09-04,13,47,1021,0.0,1
SYD,2016-09-05,14,54,1028,0.0,NA
SYD,2016-09-06,16,67,1028,0.0,NA
SYD,2016-09-07,18,78,1030,0.0,3
SYD,2016-09-08,19,67,1026,0.0,5
SYD,2016-09-09,20,61,1018,0.0,NA
SYD,2016-09-10,18,53,1012,0.0,5
SYD,2016-09-11,16,58,1018,0.0,3
SYD,2016-09-12,17,60,1020,0.0,4
SYD,2016-09-13,18,78,1019,1.02,6
SYD,2016-09-14,21,70,1011,0.25,6
SYD,2016-09-15,18,37,1009,0.0,NA
SYD,2016-09-16,18,42,1016,0.0,5
SYD,2016-09-17,17,47,1020,0.0,NA
SYD,2016-09-18,14,77,1009,8.89,6
SYD,2016-09-19,17,57,1009,0.0,4
SYD,2016-09-20,15,47,1016,0.0,NA
SYD,2016-09-21,18,64,1010,0.51,7
SYD,2016-09-22,16,62,1007,1.02,5
SYD,2016-09-23,17,59,1011,0.25,5
SYD,2016-09-24,17,67,1010,0.0,2
SYD,2016-09-25,17,71,1007,6.1,5
SYD,2016-09-26,16,53,1011,0.0,2
SYD,2016-09-27,17,34,1010,0.0,2
SYD,2016-09-28,14,45,1012,0.0,2
SYD,2016-09-29,18,52,999,0.51,4
SYD,2016-09-30,16,36,999,0.0,NA
BNE,2015-10-01,19,74,1026,0.0,1
BNE,2015-10-02,20,64,1030,0.0,1
BNE,2015-10-03,20,66,1030,0.0,1
BNE,2015-10-04,20,71,1027,0.0,2
BNE,2015-10-05,20,67,1025,0.0,NA
BNE,2015-10-06,21,70,1025,0.0,3
BNE,2015-10-07,19,76,1026,0.0,1
BNE,2015-10-08,20,71,1030,7.87,4
BNE,2015-10-09,21,74,1030,0.0,5
BNE,2015-10-10,21,55,1028,0.0,3
BNE,2015-10-11,19,64,1024,0.0,2
BNE,2015-10-12,20,68,1021,0.0,1
BNE,2015-10-13,21,74,1020,0.51,4
BNE,2015-10-14,21,77,1023,2.03,4
BNE,2015-10-15,21,74,1024,0.0,2
BNE,2015-10-16,21,67,1023,0.0,2
BNE,2015-10-17,21,71,1023,0.0,1
BNE,2015-10-18,21,67,1024,0.0,2
BNE,2015-10-19,21,63,1024,0.0,2
BNE,2015-10-20,19,64,1022,0.0,2
BNE,2015-10-21,20,68,1018,0.0,1
BNE,2015-10-22,21,79,1012,13.97,3
BNE,2015-10-23,22,72,1016,0.0,2
BNE,2015-10-24,20,72,1022,0.25,6
BNE,2015-10-25,22,73,1022,0.0,6
BNE,2015-10-26,21,76,1019,6.1,4
BNE,2015-10-27,22,77,1018,2.03,3
BNE,2015-10-28,19,87,1021,7.11,6
BNE,2015-10-29,20,76,1021,0.0,6
BNE,2015-10-30,21,61,1022,0.0,5
BNE,2015-10-31,20,59,1021,0.0,3
BNE,2015-11-01,20,65,1018,0.0,5
BNE,2015-11-02,22,72,1016,0.0,3
BNE,2015-11-03,22,77,1015,24.89,3
BNE,2015-11-04,23,81,1014,0.0,5
BNE,2015-11-05,23,76,1013,8.89,5
BNE,2015-11-06,22,82,1011,0.25,5
BNE,2015-11-07,24,76,1010,4.06,3
BNE,2015-11-08,21,81,1013,4.06,6
BNE,2015-11-09,21,75,1015,2.03,6
BNE,2015-11-10,21,66,1015,0.0,2
BNE,2015-11-11,21,62,1018,0.0,3
BNE,2015-11-12,21,69,1019,0.0,5
BNE,2015-11-13,22,73,1014,0.0,2
BNE,2015-11-14,22,86,1010,7.11,4
BNE,2015-11-15,22,72,1010,0.0,4
BNE,2015-11-16,21,68,1015,0.0,4
BNE,2015-11-17,21,64,1018,0.0,2
BNE,2015-11-18,20,67,1019,0.0,1
BNE,2015-11-19,22,71,1016,0.0,1
BNE,2015-11-20,23,72,1016,0.0,1
BNE,2015-11-21,23,74,1014,0.0,3
BNE,2015-11-22,23,79,1016,0.0,7
BNE,2015-11-23,24,74,1013,0.0,3
BNE,2015-11-24,24,75,1013,0.0,3
BNE,2015-11-25,26,72,1014,0.0,3
BNE,2015-11-26,26,75,1011,0.0,2
BNE,2015-11-27,26,73,1011,0.0,4
BNE,2015-11-28,26,76,1013,0.0,6
BNE,2015-11-29,24,83,1011,18.03,4
BNE,2015-11-30,24,79,1011,0.25,4
BNE,2015-12-01,24,77,1014,0.0,4
BNE,2015-12-02,24,80,1015,2.03,6
BNE,2015-12-03,23,65,1019,0.0,6
BNE,2015-12-04,20,61,1021,0.0,4
BNE,2015-12-05,21,62,1019,0.0,2
BNE,2015-12-06,21,60,1017,0.0,1
BNE,2015-12-07,22,67,1019,0.0,2
BNE,2015-12-08,23,67,1020,0.0,2
BNE,2015-12-09,24,71,1018,0.0,5
BNE,2015-12-10,26,72,1015,0.0,4
BNE,2015-12-11,24,75,1009,0.0,4
BNE,2015-12-12,22,82,1012,6.1,6
BNE,2015-12-13,22,77,1017,0.25,4
BNE,2015-12-14,21,68,1016,0.0,2
BNE,2015-12-15,24,69,1014,0.0,5
BNE,2015-12-16,24,63,1014,0.0,6
BNE,2015-12-17,23,67,1014,0.51,4
BNE,2015-12-18,23,69,1016,0.0,2
BNE,2015-12-19,23,63,1016,0.0,1
BNE,2015-12-20,24,60,1017,0.0,2
BNE,2015-12-21,26,62,1017,0.0,3
BNE,2015-12-22,26,65,1016,0.0,5
BNE,2015-12-23,24,60,1013,1.02,4
BNE,2015-12-24,23,81,1013,14.99,7
BNE,2015-12-25,23,72,1012,0.0,3
BNE,2015-12-26,23,71,1011,0.0,2
BNE,2015-12-27,25,80,1012,19.05,6
BNE,2015-12-28,23,60,1016,0.0,5
BNE,2015-12-29,21,58,1016,0.0,4
BNE,2015-12-30,22,54,1015,0.0,3
BNE,2015-12-31,23,53,1013,0.0,4
BNE,2016-01-01,22,56,1012,0.0,4
BNE,2016-01-02,21,59,1010,0.0,3
BNE,2016-01-03,23,69,1010,7.11,6
BNE,2016-01-04,22,86,1011,10.92,6
BNE,2016-01-05,22,94,1009,10.92,6
BNE,2016-01-06,27,69,1005,0.0,4
BNE,2016-01-07,24,67,1010,0.0,2
BNE,2016-01-08,24,53,1017,0.0,2
BNE,2016-01-09,23,65,1019,0.0,2
BNE,2016-01-10,24,67,1018,0.0,3
BNE,2016-01-11,23,67,1016,0.0,2
BNE,2016-01-12,24,71,1015,0.0,2
BNE,2016-01-13,24,71,1017,0.0,2
BNE,2016-01-14,24,69,1017,0.0,1
BNE,2016-01-15,25,67,1016,0.0,3
BNE,2016-01-16,22,63,1020,0.0,6
BNE,2016-01-17,21,56,1019,0.0,3
BNE,2016-01-18,22,55,1017,0.0,3
BNE,2016-01-19,24,62,1017,0.0,4
BNE,2016-01-20,23,64,1016,0.51,1
BNE,2016-01-21,23,63,1015,0.0,3
BNE,2016-01-22,24,65,1012,0.0,5
BNE,2016-01-23,26,73,1008,0.25,5
BNE,2016-01-24,24,74,1010,0.0,3
BNE,2016-01-25,26,72,1012,0.0,5
BNE,2016-01-26,24,74,1013,0.25,5
BNE,2016-01-27,24,68,1013,0.0,4
BNE,2016-01-28,26,80,1008,1.02,6
BNE,2016-01-29,27,86,1004,1.02,4
BNE,2016-01-30,26,88,1007,2.03,6
BNE,2016-01-31,27,81,1008,0.0,4
BNE,2016-02-01,28,80,1005,0.0,3
BNE,2016-02-02,29,66,1004,0.0,5
BNE,2016-02-03,27,78,1003,13.97,5
BNE,2016-02-04,24,80,1005,0.51,7
BNE,2016-02-05,24,75,1008,0.0,6
BNE,2016-02-06,24,78,1010,0.0,5
BNE,2016-02-07,24,68,1013,0.0,6
BNE,2016-02-08,23,62,1014,0.0,2
BNE,2016-02-09,23,56,1014,0.0,2
BNE,2016-02-10,26,63,1012,0.0,4
BNE,2016-02-11,24,67,1012,0.0,2
BNE,2016-02-12,24,64,1012,0.0,2
BNE,2016-02-13,23,68,1010,0.76,5
BNE,2016-02-14,24,67,1008,0.0,1
BNE,2016-02-15,25,71,1008,0.0,1
BNE,2016-02-16,26,75,1007,0.0,2
BNE,2016-02-17,27,74,1007,0.25,3
BNE,2016-02-18,27,75,1007,0.0,3
BNE,2016-02-19,27,74,1012,0.76,4
BNE,2016-02-20,26,68,1016,0.0,3
BNE,2016-02-21,26,63,1020,2.03,2
BNE,2016-02-22,26,66,1021,0.0,2
BNE,2016-02-23,24,66,1018,0.25,2
BNE,2016-02-24,24,64,1016,0.0,2
BNE,2016-02-25,24,65,1015,0.0,1
BNE,2016-02-26,24,70,1011,0.0,1
BNE,2016-02-27,28,59,1011,2.03,1
BNE,2016-02-28,26,75,1013,0.0,4
BNE,2016-02-29,27,66,1015,0.0,4
BNE,2016-03-01,26,82,1017,33.02,4
BNE,2016-03-02,25,79,1019,0.51,2
BNE,2016-03-03,26,66,1020,0.0,2
BNE,2016-03-04,24,62,1020,0.25,2
BNE,2016-03-05,24,74,1019,0.0,5
BNE,2016-03-06,23,73,1020,1.02,4
BNE,2016-03-07,24,74,1019,0.25,5
BNE,2016-03-08,24,81,1019,13.97,3
BNE,2016-03-09,23,84,1020,0.51,4
BNE,2016-03-10,24,83,1019,5.08,3
BNE,2016-03-11,26,78,1018,0.0,4
BNE,2016-03-12,26,73,1017,2.03,4
BNE,2016-03-13,25,83,1016,6.1,5
BNE,2016-03-14,24,73,1014,0.0,3
BNE,2016-03-15,24,73,1013,3.05,3
BNE,2016-03-16,25,79,1013,0.51,5
BNE,2016-03-17,24,76,1011,0.51,5
BNE,2016-03-18,24,78,1007,3.05,2
BNE,2016-03-19,26,81,1007,0.25,3
BNE,2016-03-20,24,71,1011,0.0,5
BNE,2016-03-21,23,71,1011,0.0,3
BNE,2016-03-22,22,67,1012,0.76,3
BNE,2016-03-23,22,65,1016,0.0,3
BNE,2016-03-24,23,67,1019,0.0,3
BNE,2016-03-25,23,66,1018,0.0,1
BNE,2016-03-26,23,71,1016,1.02,4
BNE,2016-03-27,22,83,1016,0.25,6
BNE,2016-03-28,23,77,1017,0.25,1
BNE,2016-03-29,23,73,1017,0.0,2
BNE,2016-03-30,24,79,1015,22.1,3
BNE,2016-03-31,24,73,1015,0.0,2
BNE,2016-04-01,23,67,1018,0.0,2
BNE,2016-04-02,23,74,1018,0.0,2
BNE,2016-04-03,23,73,1019,0.0,1
BNE,2016-04-04,24,66,1018,0.0,4
BNE,2016-04-05,22,61,1018,0.0,2
BNE,2016-04-06,22,67,1019,0.0,1
BNE,2016-04-07,22,70,1019,0.0,1
BNE,2016-04-08,23,73,1020,0.0,4
BNE,2016-04-09,23,74,1020,0.0,2
BNE,2016-04-10,23,76,1019,0.0,2
BNE,2016-04-11,24,79,1016,0.0,6
BNE,2016-04-12,23,76,1017,0.0,4
BNE,2016-04-13,22,67,1021,0.0,2
BNE,2016-04-14,22,73,1024,3.05,5
BNE,2016-04-15,20,71,1023,0.25,3
BNE,2016-04-16,21,72,1019,0.0,6
BNE,2016-04-17,21,72,1017,0.0,5
BNE,2016-04-18,21,70,1017,0.0,2
BNE,2016-04-19,21,73,1019,0.0,5
BNE,2016-04-20,22,73,1021,0.25,1
BNE,2016-04-21,21,77,1020,0.0,3
BNE,2016-04-22,22,76,1017,0.0,2
BNE,2016-04-23,22,70,1016,0.0,1
BNE,2016-04-24,22,48,1020,0.0,1
BNE,2016-04-25,21,63,1023,0.0,4
BNE,2016-04-26,21,69,1023,0.25,3
BNE,2016-04-27,21,74,1023,0.0,4
BNE,2016-04-28,21,78,1022,0.0,3
BNE,2016-04-29,21,85,1022,1.02,5
BNE,2016-04-30,23,83,1020,0.25,6
BNE,2016-05-01,21,94,1017,9.91,6
BNE,2016-05-02,22,88,1015,19.05,6
BNE,2016-05-03,23,84,1013,0.0,6
BNE,2016-05-04,22,65,1015,0.0,4
BNE,2016-05-05,20,74,1019,0.0,1
BNE,2016-05-06,21,76,1018,0.0,3
BNE,2016-05-07,21,75,1019,0.0,3
BNE,2016-05-08,20,78,1017,0.0,2
BNE,2016-05-09,21,84,1014,0.0,5
BNE,2016-05-10,24,64,1011,0.0,5
BNE,2016-05-11,18,51,1016,0.0,NA
BNE,2016-05-12,17,45,1018,0.0,NA
BNE,2016-05-13,18,63,1021,0.0,1
BNE,2016-05-14,19,78,1022,0.0,1
BNE,2016-05-15,19,75,1020,0.25,1
BNE,2016-05-16,19,73,1019,0.0,1
BNE,2016-05-17,19,79,1019,0.0,2
BNE,2016-05-18,19,81,1017,0.0,4
BNE,2016-05-19,21,80,1016,0.0,6
BNE,2016-05-20,19,71,1019,0.0,1
BNE,2016-05-21,20,65,1023,0.0,3
BNE,2016-05-22,20,71,1023,0.0,3
BNE,2016-05-23,19,74,1018,0.0,2
BNE,2016-05-24,19,65,1016,0.0,NA
BNE,2016-05-25,16,50,1016,0.0,NA
BNE,2016-05-26,17,69,1012,0.0,NA
BNE,2016-05-27,21,52,1008,0.0,3
BNE,2016-05-28,17,35,1012,0.0,NA
BNE,2016-05-29,17,46,1017,0.0,NA
BNE,2016-05-30,14,62,1022,0.0,1
BNE,2016-05-31,16,67,1025,0.0,5
BNE,2016-06-01,18,62,1024,0.0,6
BNE,2016-06-02,18,79,1022,0.51,6
BNE,2016-06-03,17,89,1020,14.99,6
BNE,2016-06-04,19,93,1008,19.05,6
BNE,2016-06-05,17,61,1001,0.0,2
BNE,2016-06-06,16,50,1005,0.0,3
BNE,2016-06-07,16,48,1011,0.0,1
BNE,2016-06-08,18,49,1014,0.0,1
BNE,2016-06-09,17,70,1014,0.0,1
BNE,2016-06-10,18,49,1018,0.0,NA
BNE,2016-06-11,17,64,1022,0.0,5
BNE,2016-06-12,17,65,1029,0.25,6
BNE,2016-06-13,18,73,1032,3.05,5
BNE,2016-06-14,18,81,1031,0.25,4
BNE,2016-06-15,17,75,1028,0.51,5
BNE,2016-06-16,18,75,1023,0.0,6
BNE,2016-06-17,17,77,1020,0.0,6
BNE,2016-06-18,18,86,1019,0.25,5
BNE,2016-06-19,20,92,1012,53.09,7
BNE,2016-06-20,18,62,1009,0.0,2
BNE,2016-06-21,17,50,1012,0.0,2
BNE,2016-06-22,17,58,1012,0.25,6
BNE,2016-06-23,16,72,1014,0.0,6
BNE,2016-06-24,19,61,1011,0.0,4
BNE,2016-06-25,12,40,1017,0.0,NA
BNE,2016-06-26,11,63,1019,0.0,8
BNE,2016-06-27,14,71,1016,0.51,3
BNE,2016-06-28,13,49,1021,0.0,1
